Application Number,Facility Name,County,Facility Type,Keph Level
CN-41682,JAMALI MEDICAL CLINIC,KISII,PRIVATE,LEVEL 2
CN-41684,SHAMONE UZIMA CLINIC AND PHARMACY,BARINGO,PRIVATE,LEVEL 2
CN-41724,ADVANCED CARE DIAGNOSTIC AND RENAL DIALYSIS LIMITED,NAIROBI,PRIVATE,LEVEL 4B
CN-41753,AFYA RESEARCH AFRICA-OMBOYE UBUNTU AFYA MEDICAL CENTRE,SIAYA,PRIVATE,LEVEL 2
CN-41755,KATITO MEDICAL CENTRE-KOLWENY ANNEX,KISUMU,PRIVATE,LEVEL 2
CN-41784,LIONS SIGHTFIRST EYES HOSPITAL,NAIROBI,PRIVATE,LEVEL 5
CN-41816,THE SAGANA COTTAGE HOSPITAL,KIRINYAGA,PRIVATE,LEVEL 4
CN-41850,PLEASURE POINT MEDICAL CENTRE LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-41856,JUDYRECH MEDICAL CLINIC,KITUI,PRIVATE,LEVEL 2
CN-41871,ST. VINCENT DEPAUL COMMUNITY CLINIC,KISUMU,PRIVATE,LEVEL 2
CN-41894,NAIROBI ROYAL MEDICAL CENTRE LTD,KAJIADO,PRIVATE,LEVEL 2
CN-41936,FIG TREE HEALTH OPTIONS,KERICHO,PRIVATE,LEVEL 3A
CN-41953,AL-HARAMEIN NURSING HOME & LABORATORY SERVICE LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-41998,NZAIKONI SACRED HEART DISPENSARY,MACHAKOS,PRIVATE,LEVEL 2
CN-42073,KERINGET NURSING HOME LTD,NAKURU,PRIVATE,LEVEL 3B
CN-42078,LIMURU COTTAGE HOSPITAL,KIAMBU,PRIVATE,LEVEL 2
CN-42209,GRACE FAMILY HOSPITAL,KAJIADO,PRIVATE,LEVEL 2
CN-42224,TAWHEED COMMUNITY NURSING HOME HOLA,GARISSA,PRIVATE,LEVEL 4
CN-42252,NYAMUSI MEDICAL CENTRE,NYAMIRA,PRIVATE,LEVEL 3B
CN-42257,KOTULO MEDICARE LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-42308,KEYLIFE MEDICAL CENTER,MERU,PRIVATE,LEVEL 2
CN-42310,AL-FALAH NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-42369,BAYLEAF HEALTH CENTRE,MOMBASA,PRIVATE,LEVEL 4
CN-42405,RAMARCO MEDICAL CENTRE,TRANS-NZOIA,PRIVATE,LEVEL 2
CN-42450,ST.DOMINIC SURGICALS &amp; LAB,MACHAKOS,PRIVATE,LEVEL 2
CN-42463,KOYANI MEDICAL CENTER,HOMA BAY,PRIVATE,LEVEL 2
CN-42508,LIPTON CENTRAL HOSPITAL-MABROUKIE CLINIC,KIAMBU,PRIVATE,LEVEL 2
CN-42601,OLYMPUS MEDICAL CENTRE LIMITED,SIAYA,PRIVATE,LEVEL 3B
CN-42602,SANTIRO MEDICAL CENTRE COMPANY LIMITED,KISUMU,PRIVATE,LEVEL 3B
CN-42633,ST. JUDE NURSING HOME - GATUNDU,KIAMBU,PRIVATE,LEVEL 4
CN-42653,TALAI CLINICAL SERVICES,WEST POKOT,PRIVATE,LEVEL 3B
CN-42754,INNOVATION EYE CENTRE LTD-KISUMU,KISUMU,PRIVATE,LEVEL 4B
CN-42787,KIMANGARU CFW CLINIC,EMBU,PRIVATE,LEVEL 2
CN-42793,CHELYMO MEDICAL CENTRE,BOMET,PRIVATE,LEVEL 4
CN-42847,DIANI BEACH HOSPITAL UKUNDA CLINIC,KWALE,PRIVATE,LEVEL 3B
CN-42888,ST CLARE MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-42902,ST ELIZABETH MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 4
CN-42908,BETHANY HILLCREST HOSPITAL LIMITED,NAROK,PRIVATE,LEVEL 3A
CN-42945,UMOJA HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-42962,NURU AMBUSELY MEDICAL,KAJIADO,PRIVATE,LEVEL 3B
CN-42970,BETHANIA ANNEX MEDICAL CLINIC,NAKURU,PRIVATE,LEVEL 2
CN-43016,ST. JAMES OPTICALS,BUNGOMA,PRIVATE,LEVEL 3B
CN-43036,BASHAN MEDICAL CENTRE,KWALE,PRIVATE,LEVEL 2
CN-43056,KAGIO HOSPITAL LIMITED,KIRINYAGA,PRIVATE,LEVEL 5
CN-43134,TRAVIS NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-43164,THE SPRING CREST MEDICAL CENTER LTD,NYERI,PRIVATE,LEVEL 3A
CN-43168,ELEPHANT DENTAL KITUI BRACH,KITUI,PRIVATE,LEVEL 2
CN-43202,LONDON MEDICAL & DIALYSIS CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-43235,URILE CITY MEDICAL CENTER LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-43267,KAPSIMATWO CENTRAL CLINIC,NANDI,PRIVATE,LEVEL 2
CN-43293,UNICORN DENTAL CLINIC LIMITED,NAIROBI,PRIVATE,LEVEL 2
CN-43396,EMBU CHILDREN\\'S CLINIC,EMBU,PRIVATE,LEVEL 4
CN-43414,MAMA EBLA NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-43493,AL-BUQARI NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-43516,MIKINDANI MEDICAL CENTRE,MOMBASA,PRIVATE,LEVEL 3A
CN-43528,SEMACARE HOSPITAL THIKA LTD,KIAMBU,PRIVATE,LEVEL 3A
CN-43555,PASTROLCARE MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3B
CN-43571,JALIHA MEDICAL CENTRE,ISIOLO,PRIVATE,LEVEL 3A
CN-43579,MEKAM MEDICAL CENTER,NAIROBI,PRIVATE,LEVEL 3A
CN-43590,SIAYA MEDICAL CENTRE,SIAYA,PRIVATE,LEVEL 4
CN-43617,PATSAM PHARMCARE,KERICHO,PRIVATE,LEVEL 2
CN-43619,CARE AND CURE HOSPITAL LTD,KISII,PRIVATE,LEVEL 4
CN-43620,KHAMULATI MEDICAL SERVICES,BUNGOMA,PRIVATE,LEVEL 3B
CN-43624,ZETIC HOSPITAL LIMITED,EMBU,PRIVATE,LEVEL 3B
CN-43637,WESTANA MEDICAL CENTRE & DENTAL SPECIALISTS LIMITED,VIHIGA,PRIVATE,LEVEL 3A
CN-43659,WHITEROSE MEDICAL CENTRE GATEGI SATELLITE,EMBU,PRIVATE,LEVEL 3A
CN-43688,SOLAYA MEDICAL CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-43768,DASHEK NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-43808,MEDICROSS MERU,MERU,PRIVATE,LEVEL 2
CN-43838,THE EVANS MEDICAL CENTRE,NAROK,PRIVATE,LEVEL 2
CN-43840,QUEENTERIC ANNEX HOSPITAL-KISUMU BRANCH,KISUMU,PRIVATE,LEVEL 4
CN-43846,PLATINUM HEALTHCARE SERVICES LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-43930,WESTRIDGE DIAGNOSTIC & MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 3A
CN-43950,TEMBWO MEMORIAL MEDICAL CLINIC,BOMET,PRIVATE,LEVEL 2
CN-43965,MYER KIDNEY & HEALTH SPECIALITIES HOSPITAL,NAIROBI,PRIVATE,LEVEL 4B
CN-44053,KALYET CLINIC KIPKELION,KERICHO,PRIVATE,LEVEL 2
CN-44120,GRACE HEAL HEALTH CARE,NAKURU,PRIVATE,LEVEL 3B
CN-44132,MUHOTETU MEDICAL CENTRE,LAIKIPIA,PRIVATE,LEVEL 3B
CN-44161,NEEMA MEDICAL HOME LTD,NAKURU,PRIVATE,LEVEL 3B
CN-44165,SINGAWA MEDICAL CENTRE,MOMBASA,PRIVATE,LEVEL 3A
CN-44171,EMBU CHILDREN HOSPITAL TENRI MAKIMA,EMBU,PRIVATE,LEVEL 2
CN-44190,AFYA FIRST MEDICAL CENTRE,MOMBASA,PRIVATE,LEVEL 3B
CN-44197,KOBUJOI MEDICAL CENTRE,NANDI,PRIVATE,LEVEL 3B
CN-44216,MAMA ABIGAIL SMART CLINIC,MIGORI,PRIVATE,LEVEL 2
CN-44218,BULLA DANA NURSING HOME,MANDERA,PRIVATE,LEVEL 3B
CN-44267,ROKA MEDICAL CLINIC LIMITED,KILIFI,PRIVATE,LEVEL 2
CN-44326,LIPTON CENTRAL HOSPITAL-JAMII CLINIC,KERICHO,PRIVATE,LEVEL 2
CN-44344,TUDOR HEALTHCARE MAGONGO,MOMBASA,PRIVATE,LEVEL 2
CN-44349,OKITTA NURSING AND MATERNITY HOME,HOMA BAY,PRIVATE,LEVEL 3B
CN-44366,SYDO PLUS HEALTH CARE LIMITED,HOMA BAY,PRIVATE,LEVEL 3B
CN-44375,RODI-AGAPE COMMUNITY MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 3A
CN-44400,NAIROBI KIDNEY CENTRE,NAIROBI,PRIVATE,LEVEL 4B
CN-44430,OREGON GROUP HEALTH SERVICES,MERU,PRIVATE,LEVEL 2
CN-44520,BLISS HEALTHCARE LIMITED KIAMBU,KIAMBU,PRIVATE,LEVEL 2
CN-44548,TORICS HOSPITAL,HOMA BAY,PRIVATE,LEVEL 2
CN-44558,EQUITY AFIA KAPENGURIA,WEST POKOT,PRIVATE,LEVEL 3B
CN-44682,LUKOYE HEALTHCARE,BUNGOMA,PRIVATE,LEVEL 3B
CN-44700,AL MANAR NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-44729,BABITO HEALTH CARE,KAJIADO,PRIVATE,LEVEL 2
CN-44787,LIMURU VALLEY-MED DIAGNOSTIC CENTER LIMITED,KIAMBU,PRIVATE,LEVEL 3B
CN-44791,WESTCARE MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 3A
CN-44799,TIMES COTTAGE HOSPITAL LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-44847,KIANJOKOMA MUUNGANO COMMUNITY COTTAGE HOSPITAL,EMBU,PRIVATE,LEVEL 3A
CN-44849,TUWETA MEDICAL CENTRE,TAITA-TAVETA,PRIVATE,LEVEL 2
CN-44863,CARITAS COMMUNITY HOSPITAL,KIAMBU,PRIVATE,LEVEL 4
CN-44914,CAWIYE MEDICAL CENTRE LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-44979,MEDLYNKS BY CONNECT AFYA MEDICAL CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A
CN-44997,SUPERLATIVE HEALTHCARE LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-45032,MEMORATA MEDICAL CENTRE LTD,NYAMIRA,PRIVATE,LEVEL 3B
CN-45043,QUEEN ESTHER ISEBANIA MODERN HOSPITAL LIMITED,MIGORI,PRIVATE,LEVEL 4
CN-45129,BLESSED MEDICARE CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-45161,JAMBO JIPYA MEDICAL CLINIC,KILIFI,PRIVATE,LEVEL 4
CN-45178,VESI GITHABAI NURSING HOME LIMITED,NYANDARUA,PRIVATE,LEVEL 3B
CN-45179,MIRITINIRAIL HEALTH CARE LIMITED,MOMBASA,PRIVATE,LEVEL 2
CN-45181,ST.JOSEPIC MEDICAL CENTRE-NAIVAS UTAWALA,NAIROBI,PRIVATE,LEVEL 2
CN-45190,AL-SHAKUUR NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-45201,LENAX MEDICAL CLINIC,NYAMIRA,PRIVATE,LEVEL 3A
CN-45212,MIAM WEST NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-45229,BASIR NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-45253,PIELI STAR HEALTHCARE SERVICES LIMITED,MERU,PRIVATE,LEVEL 2
CN-45285,SUSTAINABLE ACTION PLUS CLINIC,SIAYA,PRIVATE,LEVEL 2
CN-45286,ENKITOK JOY NURSING HOME,KAJIADO,PRIVATE,LEVEL 3A
CN-45294,TRANSELGON HEALTHCARE LIMITED,BUNGOMA,PRIVATE,LEVEL 3B
CN-45312,MZEDU DAWIDA MEDICAL SERVICES,TAITA-TAVETA,PRIVATE,LEVEL 3A
CN-45354,KPN PEARL HEALTH LIMITED,LAIKIPIA,PRIVATE,LEVEL 4
CN-45394,MEDIFORTE HOSPITAL LIMITED,KISII,PRIVATE,LEVEL 4
CN-45409,DIVINE MERCY ELDORO CATHOLIC DISPENSARY,TAITA-TAVETA,PRIVATE,LEVEL 2
CN-45424,ST. LEONARDS HOSPITAL,KERICHO,PRIVATE,LEVEL 4
CN-45464,LIFECARE HOSPITAL-ELDORET LIMITED,UASIN GISHU,PRIVATE,LEVEL 4
CN-45479,THE KITUI FAMILY CARE HOSPITAL,KITUI,PRIVATE,LEVEL 3A
CN-45481,FARHAAN MEDICAL CENTRE,GARISSA,PRIVATE,LEVEL 3B
CN-45529,COMFY HEALTHCARE LIMITED,BUSIA,PRIVATE,LEVEL 3A
CN-45582,AFYATRUST BUTULA MEDICAL CENTRE LIMITED,BUSIA,PRIVATE,LEVEL 2
CN-45697,DIGDAR MEDICAL CENTRE LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-45721,BLISS HEALTHCARE LIMITED KAPSABET,NANDI,PRIVATE,LEVEL 2
CN-45722,ST. GEORGES MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3B
CN-45745,VITAL VALLEY HOSPITAL,KAJIADO,PRIVATE,LEVEL 3B
CN-45755,BRIDGE FAMILY CARE AND CANCER CENTRE,KISUMU,PRIVATE,LEVEL 2
CN-45811,ALTIMET MEDICAL CLINIC,WAJIR,PRIVATE,LEVEL 3B
CN-45832,AL-NUR MEDICAL CLINIC & LABARATORY SERVICES,KISUMU,PRIVATE,LEVEL 2
CN-45874,PORT FLORENCE COMMUNITY HOSPITAL HOMA BAY,HOMA BAY,PRIVATE,LEVEL 3A
CN-45897,BETHANY HILLCREST HOSPITAL LIMITED-OLORROPIL,NAROK,PRIVATE,LEVEL 2
CN-45969,EAGLE HEALTH AND CLINIC SERVICES -KIBERA,NAIROBI,PRIVATE,LEVEL 3B
CN-46040,CHEBITET HEALTH CENTRE,KERICHO,PRIVATE,LEVEL 3B
CN-46053,CENTER MEDICAL CLINIC,NAKURU,PRIVATE,LEVEL 2
CN-46058,VINET MEDICAL SERVICES,NAKURU,PRIVATE,LEVEL 3A
CN-46062,WEMA MATERNITY &amp; NURSING HOME,NAIROBI,PRIVATE,LEVEL 3B
CN-46120,THE NAIROBI WEST HOSPITAL-PARKLANDS,NAIROBI,PRIVATE,LEVEL 3B
CN-46127,RFH HEALTHCARE (KENYA) LIMITED JACARANDA MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-46138,CHILD MENTAL HAVEN LIMITED,NAIROBI,PRIVATE,LEVEL 4B
CN-46148,AFRICARE DIALYSIS CENTRES LIMITED- MURANGA,MURANGA,PRIVATE,LEVEL 3B
CN-46201,PENDA MEDICAL CENTRE UMOJA,NAIROBI,PRIVATE,LEVEL 3A
CN-46211,TUDOR HEALTH CARE LTD,MOMBASA,PRIVATE,LEVEL 3B
CN-46258,KORY FAMILY HOSPITAL KIMILILI,BUNGOMA,PRIVATE,LEVEL 4
CN-46273,RAGWANDA MEDICAL CENTRE,KISII,PRIVATE,LEVEL 3A
CN-46314,IBENCHO ADVENT HOPE MEDICAL CLINIC,KISII,PRIVATE,LEVEL 2
CN-46346,NTHARE CATHOLIC HEALTH CENTER,MERU,PRIVATE,LEVEL 3A
CN-46358,BOGEKA MEDICAL CLINIC,KISII,PRIVATE,LEVEL 2
CN-46389,BETWEL MEDICARE,KERICHO,PRIVATE,LEVEL 2
CN-46401,RINGA COMMUNITY HOSPITAL LIMITED,HOMA BAY,PRIVATE,LEVEL 3B
CN-46424,IMELLA MEDICAL CLINIC,KIAMBU,PRIVATE,LEVEL 2
CN-46484,TIONYBEI MEDICAL CLINIC,BARINGO,PRIVATE,LEVEL 2
CN-46511,NAIROBI PLACE LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-46531,AMURT HEALTH CARE CENTRE MALINDI MUYEYE CLINIC,KILIFI,PRIVATE,LEVEL 3B
CN-46612,ST MARCELLA MEDICAL CLINIC,MIGORI,PRIVATE,LEVEL 2
CN-46629,HUNTER MEDICAL CENTRE RUNYENJES,EMBU,PRIVATE,LEVEL 3A
CN-46682,GUARDIAN HOSPITAL LIMITED,MERU,PRIVATE,LEVEL 4
CN-46699,BATIAN MEDICAL SERVICES,NYERI,PRIVATE,LEVEL 3B
CN-46713,RIVERGULF NURSING HOME,GARISSA,PRIVATE,LEVEL 3A
CN-46747,LILLY MEDIHEALTH MEDIVA WELLNESS CENTRE,MURANGA,PRIVATE,LEVEL 3A
CN-46752,NDETANI OLIVE HEALTHCARE SERVICES,KITUI,PRIVATE,LEVEL 2
CN-46775,ALMA SPRINGS MEDICARE,MERU,PRIVATE,LEVEL 3A
CN-46792,AKEMO VALLEY MATERNITY AND NURSING HOME,NAROK,PRIVATE,LEVEL 3B
CN-46793,BWARE COMPLEX HEALTHCARE LIMITED,HOMA BAY,PRIVATE,LEVEL 3A
CN-46820,MOLLEM MEDICAL CENTER,KISUMU,PRIVATE,LEVEL 2
CN-46854,QOMOLANGMA MEDICAL SERVICES LTD,NAIROBI,PRIVATE,LEVEL 3B
CN-46913,PHARMLEX MEDICAL CENTRE LIMITED,EMBU,PRIVATE,LEVEL 2
CN-46924,INTERAIL COMMUNITY HEALTH SERVICES LTD,KAJIADO,PRIVATE,LEVEL 3B
CN-46942,RANDAS MEDICAL SERVICES LTD,KILIFI,PRIVATE,LEVEL 3A
CN-47011,BIBLE FAITH CHURCH MEDICAL SERVICES,WEST POKOT,PRIVATE,LEVEL 4
CN-47020,AHERO JUNCTION MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3B
CN-47062,BALANCE LIFE HOSPITAL - KWALE,KWALE,PRIVATE,LEVEL 3B
CN-47065,JOY CFW CLINIC,EMBU,PRIVATE,LEVEL 2
CN-47067,SAIKA NURSING HOME,NAIROBI,PRIVATE,LEVEL 3B
CN-47068,THIKA ROAD HEALTH SERVICES LTD- KAWANGWARE HEALTH CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-47153,OBONYO REHEABILITATION HOSPITAL LIMITED,HOMA BAY,PRIVATE,LEVEL 3A
CN-47157,GALAXY HOSPITAL LIMITED,ISIOLO,PRIVATE,LEVEL 5
CN-47325,BENDITO SANTOS HOSPITAL LTD,MERU,PRIVATE,LEVEL 3A
CN-47335,EUROCITY MEDICAL CENTRE LTD-HOMA BAY,HOMA BAY,PRIVATE,LEVEL 3A
CN-47347,FORTIS KIDNEY CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 4B
CN-47348,THE MEDHAT GYNAECOLOGY AND CANCER CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A
CN-47349,NDEGE NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-47420,OLIVEHILL SURGICAL CENTRE,NYERI,PRIVATE,LEVEL 4B
CN-47424,CHEPSOO MEDICAL CENTRE-MOSORIOT,NANDI,PRIVATE,LEVEL 3A
CN-47430,AFRICA INUKA HOSPITAL LTD-MADEYA,SIAYA,PRIVATE,LEVEL 4
CN-47472,MUDETE HIGHWAY MED CARE,VIHIGA,PRIVATE,LEVEL 2
CN-47495,MISHMIA DENTAL CLINIC LIMITED,NAIROBI,PRIVATE,LEVEL 2
CN-47514,MUTOMO MEDICAL LAB SERVICES,KITUI,PRIVATE,LEVEL 2
CN-47526,MOGONGA MEDICAL AND DIAGNOSTIC CENTRE,KISII,PRIVATE,LEVEL 3B
CN-47533,KAMSIHAWA MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3A
CN-47562,WELLAND MEDICAL CENTRE LIMITED,MURANGA,PRIVATE,LEVEL 2
CN-47568,BONYUNYU PRIME HEALTH CARE MATERNITY AND NURSING HOME,NYAMIRA,PRIVATE,LEVEL 3A
CN-47662,TOPCARE SUBUKIA MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 3B
CN-47664,GEVA FAMILY HEALTH SERVICES,KISUMU,PRIVATE,LEVEL 2
CN-47728,NASSI HOSPITALS,BUSIA,PRIVATE,LEVEL 3A
CN-47757,MACBEN MEDICAL CENTRE LTD,NAIROBI,PRIVATE,LEVEL 3B
CN-47795,VEBENEZA ENTERPRISE MEDICAL CLINIC,NAIROBI,PRIVATE,LEVEL 3B
CN-47814,JAMESENE PARK MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-47827,AL-AMANNAH HOSPITAL,WAJIR,PRIVATE,LEVEL 4
CN-47833,ST.JAMES VISIONS MEDICAL SERVICES,KAKAMEGA,PRIVATE,LEVEL 3B
CN-47842,MAYSA SOUTH C NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-47891,MARIAKANI COTTAGE HOSPITAL MLOLONGO,MACHAKOS,PRIVATE,LEVEL 3B
CN-47900,NEPHRO MED LIMITED-LAMU,LAMU,PRIVATE,LEVEL 3A
CN-47907,ASPRO MEDECOL SOLUTION LIMITED,KAKAMEGA,PRIVATE,LEVEL 3B
CN-47968,KWALE DISTRICT EYE CENTRE,KWALE,PRIVATE,LEVEL 4
CN-47970,MELLYVAN HOSPITAL,MIGORI,PRIVATE,LEVEL 3A
CN-48009,KIRIA-INI HEALTH CARE SERVICES,MURANGA,PRIVATE,LEVEL 2
CN-48025,FREMO MEDICAL CENTRE LTD-KABIRIA,NAIROBI,PRIVATE,LEVEL 3A
CN-48045,MEDWIN MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2
CN-48046,MOUNT OLIVE SINAI HOSPITAL LTD,KAJIADO,PRIVATE,LEVEL 3B
CN-48068,JAMII MEDICAL CENTRE - EMBAKASI,NAIROBI,PRIVATE,LEVEL 3B
CN-48069,DR.KALEBI LABS (DKL) LTD,NAIROBI,PRIVATE,LEVEL 4B
CN-48123,JOCHAM COMMUNITY CLINIC KONGOWEA,MOMBASA,PRIVATE,LEVEL 2
CN-48142,IMMANUEL MEDICAL CLINIC- KIMENDE,KIAMBU,PRIVATE,LEVEL 3A
CN-48153,THE NAIROBI WOMENS HOSPITAL -MERU,MERU,PRIVATE,LEVEL 4
CN-48244,KAMWANDA MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3A
CN-48270,LOS OLIVOS MEDICARE LTD,BUNGOMA,PRIVATE,LEVEL 2
CN-48297,RACHAR SUGARBELT NURSING & MATERNITY HOME,KISUMU,PRIVATE,LEVEL 3B
CN-48305,TAHCARE MEDICAL AND DENTAL CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 2
CN-48316,JOYKIM NURSING HOME,EMBU,PRIVATE,LEVEL 3B
CN-48386,MEDICROSS LTD KAWANGWARE,NAIROBI,PRIVATE,LEVEL 3A
CN-48414,KIZITO MEDICAL CLINIC,KIAMBU,PRIVATE,LEVEL 2
CN-48415,KAMAE CFW CLINIC KAHAWA WEST,NAIROBI,PRIVATE,LEVEL 2
CN-48495,KHAUMA HEALTHCARE CENTRE,KIAMBU,PRIVATE,LEVEL 2
CN-48506,MEDSTOPS HEALTHCARE KENYA LIMITED-IKONGE,NYAMIRA,PRIVATE,LEVEL 3B
CN-48554,FARAJA FAMILYCARE HOSPITAL LTD CLINIC,BARINGO,PRIVATE,LEVEL 3B
CN-48564,HUSNAIN NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-48574,KABRAS ACTION GROUP CLINIC,KAKAMEGA,PRIVATE,LEVEL 2
CN-48680,BUJUKHALIFA HEALTH CARE LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-48746,TOMBE MEDICARE CENTRE,NYAMIRA,PRIVATE,LEVEL 4
CN-48784,QATAR MEDICAL CLINIC,KWALE,PRIVATE,LEVEL 3B
CN-48827,LORROKI PLATEAU MEDICAL CENTER LIMITED,SAMBURU,PRIVATE,LEVEL 2
CN-48834,EQUITY AFIA WESTLANDS,NAIROBI,PRIVATE,LEVEL 3B
CN-48840,ARCHPRIME MEDICAL CLINIC OYUGIS,HOMA BAY,PRIVATE,LEVEL 3B
CN-48869,WASO AIPCA DISPENSARY,ISIOLO,PRIVATE,LEVEL 2
CN-48915,PROVIDE INTERNATIONAL HEALTH CENTRE -KAYOLE,NAIROBI,PRIVATE,LEVEL 3B
CN-48943,CANCER CARE KENYA LIMITED-UAP OLD MUTUAL TOWER,NAIROBI,PRIVATE,LEVEL 4
CN-49064,BALANGA MEDICAL CENTER LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-49084,WILPAT MEDICAL CLINIC AND LABORATORY SERVICES,BUNGOMA,PRIVATE,LEVEL 2
CN-49094,TONYMED MEDICAL CENTRE,NAKURU,PRIVATE,LEVEL 2
CN-49131,MADYAN NURSING HOME LIMITED,GARISSA,PRIVATE,LEVEL 3B
CN-49134,MASHAALLAH NURSING HOME,WAJIR,PRIVATE,LEVEL 4
CN-49182,TUDOR HEALTHCARE - MTWAPA,KILIFI,PRIVATE,LEVEL 3A
CN-49274,KIJANAHERI MEDICAL CENTRE,KILIFI,PRIVATE,LEVEL 3B
CN-49282,NYANDARUA AMPOH MEDICAL CENTRE,NYANDARUA,PRIVATE,LEVEL 2
CN-49306,OUTERING HEALTH SERVICES,NAIROBI,PRIVATE,LEVEL 3B
CN-49374,CITY EYE HOSPITAL,NAIROBI,PRIVATE,LEVEL 4
CN-49379,AL MAARAJ MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3B
CN-49385,CHIROMO LANE MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-49396,HEALTHRIGHT COMMUNITY MEDICAL CENTRE,KAKAMEGA,PRIVATE,LEVEL 3B
CN-49406,RADIENYA COMMUNITY HOSPITAL,HOMA BAY,PRIVATE,LEVEL 2
CN-49422,RADIANT GROUP OF HOSPITALS KIAMBU,KIAMBU,PRIVATE,LEVEL 4
CN-49448,EYL MEDICAL CARE LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-49452,MILLENNIA HEALTHCARE LIMITED-UTAWALA,NAIROBI,PRIVATE,LEVEL 3B
CN-49486,SALAMA CANCER CENTRE LIMITED,KISUMU,PRIVATE,LEVEL 4B
CN-49660,SUREPOINT MEDICAL CENTRE LTD,WAJIR,PRIVATE,LEVEL 3A
CN-49751,ST CLEMENTS TUNZA MAMA HEALTH CLINIC,KISII,PRIVATE,LEVEL 2
CN-49839,MARINYIN DISPENSARY,KERICHO,PRIVATE,LEVEL 2
CN-49850,MOKOWE MEDICAL CENTRE,LAMU,PRIVATE,LEVEL 3A
CN-49862,BAMBA MATERNITY NURSING HOME,KILIFI,PRIVATE,LEVEL 3B
CN-49890,NORTHLIGHT HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-49898,PENDA MEDICAL CENTRE LUCKY SUMMER,NAIROBI,PRIVATE,LEVEL 3A
CN-49930,SIMRAN MEDICAL CENTER,MANDERA,PRIVATE,LEVEL 2
CN-49945,NAKURU MATERNITY AND NURSING HOME,NAKURU,PRIVATE,LEVEL 3B
CN-49961,MTOMONDONI COMMUNITY HEALTH CARE SERVICES,KILIFI,PRIVATE,LEVEL 3A
CN-49975,CRESTVIEW MOTHER AND CHILD WELLNESS CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A
CN-49983,EAGLE SPRINGS MEDICAL CENTER LIMITED,KAJIADO,PRIVATE,LEVEL 2
CN-50136,SLENMAC CARE CENTRE LIMITED,KIRINYAGA,PRIVATE,LEVEL 3A
